0.679837	1 24 -1.841547154014248 0.22406457903156202
0.679837	1 23 -1.2979993711485664 0.45010507897663865
0.679837	1 22 -1.1338118943990285 0.5405035279171616
0.679837	1 2 1.855655033724804 0.5191915851162076
0.679837	1 21 -2.694324233260142 0.3351889678579579
0.679837	1 20 -2.4546561212457965 0.24474768493937188
0.679837	1 19 -2.4965355536167984 0.2381262159809119
0.679837	1 18 -1.1628404878585148 0.39500791196323554
0.679837	1 17 -0.9227866090028997 0.6262510003686999
0.679837	1 16 -1.8033955057100124 0.3395104875445496
0.679837	1 15 -2.7047236846481644 0.2317164985810619
0.679837	1 14 1.513732056370825 0.04762502868820854
0.679837	1 13 -2.4297381848334565 0.14759788159402265
0.679837	1 12 0.10724931634044373 0.24754274546198818
0.679837	1 1 1.744907865080762 0.5843939363151683
0.679837	1 11 2.916055738093719 0.07771907656408385
0.679837	1 10 1.383887541619147 0.31255485650445786
0.677785	10 9 -1.2179317077838825 0.3398381026577985
0.677785	10 8 -2.958359662203676 0.4926349373731989
0.677785	10 7 2.8389390336904077 0.3957712599544705
0.677785	10 6 -2.1561676048433793 0.0486110854101694
0.677785	10 5 -1.3694964360224495 0.13441687907022884
0.677785	10 4 -2.6534232183896065 0.25104466386059915
0.677785	10 3 3.0711645607829956 0.43990877541438606
0.677785	10 32 1.4041194970661355 0.18624071494696365
0.677785	10 31 0.1070817559989354 0.2638780776688775
0.677785	10 30 0.26695080991638326 0.30492535751578786
0.677785	10 29 0.378582062558539 0.2983072694562101
0.677785	10 28 1.684155353574417 0.2593203840766743
0.677785	10 27 -0.04779381210830335 0.2005895452502874
0.677785	10 26 -0.07764239111661007 0.5308723017598381
0.677785	10 25 -0.10857842227071342 0.463738811845101
0.677785	10 24 -0.22276603848056156 0.255154145155701
0.677785	10 23 1.667235329588873 0.2518510431870844
0.677785	10 2 3.1038217716534433 0.3045536130029749
0.677785	10 22 2.954267647696012 0.406535196958595
0.677785	10 21 -1.3590292924618645 0.15707420578735323
0.677785	10 20 -0.2294755302817449 0.501963198104325
0.677785	10 19 -0.3332922410248426 0.4468648466393336
0.677785	10 18 3.066227217302385 0.2349046533353236
0.677785	10 17 2.4834563705766404 0.3440291283566754
0.677785	10 16 3.078702790928555 0.3518352209016382
0.677785	10 15 -0.8383592914368434 0.44646106242410505
0.677785	10 14 -0.4623953714763544 0.5102843489626453
0.677785	10 13 -2.003273619411461 0.29419329896818064
0.677785	10 1 -3.054357026187228 0.5438430500568586
0.677785	10 12 2.9355229889827137 0.6429803205927679
0.677785	10 11 2.7951291578272035 0.2383976632356692
0.677785	10 10 -0.626244609905426 0.30354077645095934
0.645547	5 9 -1.9054060715866692 0.3067114611168798
0.645547	5 8 -1.9721977504420276 0.48426250938132126
0.645547	5 7 -1.3646130218897152 0.19742079275724891
0.645547	5 6 -1.9091283478981322 0.48993875536866627
0.645547	5 5 -1.6029392295259703 0.3080166522640513
0.645547	5 4 -1.8453677848798924 0.37500810452447125
0.645547	5 32 1.1038913452130874 0.39731862631382175
0.645547	5 31 1.3525629570461457 0.238665647274515
0.645547	5 3 0.8097927497843613 0.286693326896736
0.645547	5 30 1.3508534677640913 0.23584119657785962
0.645547	5 29 0.7165423182418454 0.3782350398799377
0.645547	5 28 -0.1009966402703936 0.24855048153962592
0.645547	5 27 0.7303770896622312 0.17192899500999276
0.645547	5 26 1.6683131078701703 0.18656775630933226
0.645547	5 25 2.047429510510746 0.16533490365029205
0.645547	5 24 2.6376134677406093 0.3586951403041216
0.645547	5 23 0.5435999077270717 0.6472433489637078
0.645547	5 22 1.5497521091445974 0.3314476285767001
0.645547	5 21 1.9977416048821894 0.11917917277384013
0.645547	5 2 -0.850221831575369 0.1816330656109942
0.645547	5 20 2.6284114948067656 0.32767077001948075
0.645547	5 19 -2.9232552244176984 0.36129034347222244
0.645547	5 18 -2.7465057726714797 0.33323379763087896
0.645547	5 17 0.8958368231499467 0.44903085903726736
0.645547	5 16 -2.041496157138027 0.24475711434588282
0.645547	5 15 -2.973281141616173 0.33780570627264994
0.645547	5 14 -1.8170857199713075 0.3362973278873907
0.645547	5 13 -2.101178946298965 0.5979306216518357
0.645547	5 12 -2.2902197201477685 0.44936671310722426
0.645547	5 1 -1.3818233947797125 0.15373180589441557
0.645547	5 11 -2.17896163763565 0.36279993041524133
0.645547	5 10 -2.3926443480854456 0.26613843091554096
0.634111	15 9 -3.027532793697827 0.1618407273626932
0.634111	15 8 -1.3916457208648623 0.36643110505927995
0.634111	15 7 -1.0766483376318465 0.4094900787815131
0.634111	15 6 -3.1162201908921494 0.10255188786252391
0.634111	15 5 -2.634186707317144 0.1774251700407613
0.634111	15 4 -2.5146291019312033 0.17017787893707545
0.634111	15 32 -0.30109762722703637 0.20620727480095716
0.634111	15 31 1.409827572473095 0.2319818455243953
0.634111	15 3 -0.9443196183041173 0.47928204589079126
0.634111	15 30 1.1043816207761465 0.13999221598363176
0.634111	15 29 1.0141776022745388 0.209291792859665
0.634111	15 28 -0.6857589877401866 0.34062405034976295
0.634111	15 27 2.1097953912255862 0.5802616233157599
0.634111	15 26 2.2735652094676606 0.5980742229344594
0.634111	15 25 2.3337337543206913 0.4030758067419415
0.634111	15 24 2.4947082856157623 0.42522030633901575
0.634111	15 23 0.7804599678427498 0.13563532914996418
0.634111	15 22 -0.7548312784243055 0.26127562641181556
0.634111	15 2 -1.3869749413247021 0.3190732547355791
0.634111	15 21 2.256490721016478 0.5522369437498778
0.634111	15 20 2.2070239019163536 0.39214962950111865
0.634111	15 19 2.5250881609802858 0.3359820872017813
0.634111	15 18 -2.6652730740400945 0.11921413377063023
0.634111	15 17 -0.7036147211372192 0.678891326818256
0.634111	15 16 -1.3703546446789368 0.2456262288921779
0.634111	15 15 2.3168114277908565 0.4675099221499117
0.634111	15 14 2.243787533494892 0.15404235647886164
0.634111	15 13 -1.827233647030566 0.054834260541583045
0.634111	15 12 -0.8579331404591541 0.656294569244269
0.634111	15 1 -1.6196007588155952 0.3002913687731488
0.634111	15 11 -1.435561494865812 0.15461075422725787
0.634111	15 10 2.3615894280963348 0.3161841750670333
0.619796	9 9 2.7486609618323636 0.367269625024855
0.619796	9 8 -2.7309146597399483 0.3418998379939291
0.619796	9 7 -1.3124433015060473 0.44597836660003326
0.619796	9 6 3.127732472189762 0.2640794937878898
0.619796	9 5 -2.7440632191473315 0.37429928159717357
0.619796	9 4 -2.782658063434407 0.3285995197511842
0.619796	9 3 2.9390587602327285 0.33531087166752005
0.619796	9 32 -0.4180860107890908 0.3473381330014866
0.619796	9 31 0.3698411854191696 0.362577846753175
0.619796	9 30 0.19840594327108754 0.3608729795287827
0.619796	9 29 0.08293309617636663 0.43831053433426015
0.619796	9 28 -0.346340253475741 0.4421176061547642
0.619796	9 27 1.08910292871294 0.38257259744865196
0.619796	9 26 1.2790879141524698 0.5141834276349648
0.619796	9 25 -0.19180131852741356 0.26875791621123885
0.619796	9 24 0.1541435579515547 0.1712044519426306
0.619796	9 23 0.03371266829438842 0.2840755663759271
0.619796	9 2 -2.558504859305451 0.31315521035601684
0.619796	9 22 -0.6514701199265773 0.24263781521642996
0.619796	9 21 1.4990149748899246 0.31724468054585897
0.619796	9 20 1.2966149332942933 0.3242784572744958
0.619796	9 19 2.390108590911165 0.15605970871304037
0.619796	9 18 -2.6570834086181594 0.14329396465176683
0.619796	9 17 -1.0407328671271143 0.2698556573361433
0.619796	9 16 -0.34451877905712935 0.2563296812357534
0.619796	9 15 1.2803933846927669 0.2656819874961358
0.619796	9 14 1.995854042963073 0.24818475730425948
0.619796	9 13 -2.922187653195502 0.3385600129543064
0.619796	9 1 3.0366918214086014 0.30353426734989475
0.619796	9 12 -2.3398195867070135 0.30346031832964937
0.619796	9 11 -0.9001524951963183 0.17071943280704374
0.619796	9 10 2.2896446493242797 0.2342894349595241
0.543517	2 9 -0.6848130521993584 0.3026360066384514
0.543517	2 8 -1.223726177989013 0.3021695068541304
0.543517	2 7 -1.4943941733713595 0.48631152595330535
0.543517	2 6 -0.7174439211562593 0.23079986842243147
0.543517	2 5 -0.9181758679701643 0.2952125900367656
0.543517	2 4 -0.8334371786904006 0.19877085101097108
0.543517	2 32 2.2839145164567167 0.20816143638006362
0.543517	2 31 2.4460267038491303 0.3498970544455439
0.543517	2 3 -1.237936121678357 0.28733699649429845
0.543517	2 30 2.244656067486947 0.38491028227393453
0.543517	2 29 1.6354808956239326 0.5085839681288356
0.543517	2 28 2.0701627615752347 0.10856460379232301
0.543517	2 27 3.040566049773408 0.2575925086941947
0.543517	2 26 2.4688613464447773 0.3069739630110341
0.543517	2 25 1.8090462133467342 0.4429962091598795
0.543517	2 24 2.2431576691366826 0.3073117742325019
0.543517	2 23 1.331883568982749 0.3223687819726087
0.543517	2 22 -1.6677403865818126 0.2822172386480293
0.543517	2 21 -2.8155793256056914 0.1397583497646297
0.543517	2 2 -1.1362377578033327 0.37009476229488236
0.543517	2 20 1.6604215486186644 0.17753991692379267
0.543517	2 19 1.4385046914109612 0.0547002756205703
0.543517	2 18 2.751622316604041 0.23509892131175578
0.543517	2 17 0.748141889301306 0.33692572174718793
0.543517	2 16 -1.877239884628364 0.32165775090623716
0.543517	2 15 -0.6094122387775367 0.12957925378937912
0.543517	2 14 -0.2519388555724622 0.11605214718103465
0.543517	2 13 -0.932140355688901 0.12364859144497799
0.543517	2 12 -1.4172218284789189 0.08163624042090849
0.543517	2 1 -1.1727364221631236 0.4439829702969741
0.543517	2 11 -1.2524421515418336 0.37578730877813016
0.543517	2 10 -0.634404378286506 0.20699515102050253
0.488757	7 9 -0.6413972583544513 0.21193788371551478
0.488757	7 8 -1.8551859437240175 0.3830753171862038
0.488757	7 7 -0.8651577042152627 0.27942359067644046
0.488757	7 6 -0.8362872946145246 0.3500472259565742
0.488757	7 5 -0.8580013495686265 0.16550981823130784
0.488757	7 4 -0.09381470957859073 0.09608577541549668
0.488757	7 32 2.1719307773991607 0.25590987550938094
0.488757	7 3 -1.7661956213441254 0.23124291111625989
0.488757	7 31 2.275299461043633 0.40525598847619615
0.488757	7 30 2.710733072688178 0.36100810716981135
0.488757	7 29 2.6678900566449757 0.25779039957578653
0.488757	7 28 2.749460197934008 0.0731473829451774
0.488757	7 27 2.192180469691487 0.47203922109565616
0.488757	7 26 2.099158727390603 0.5746555364957323
0.488757	7 25 2.989777631580974 0.19013232835077237
0.488757	7 24 -1.7510226811643608 0.13760973317112818
0.488757	7 23 2.786781332988735 0.06475614500501217
0.488757	7 22 1.9902475424898987 0.06828361346227624
0.488757	7 21 2.073967238424306 0.2559945215012413
0.488757	7 2 -1.0171901299043147 0.3090262090233803
0.488757	7 20 1.2956011757759498 0.3694897055346902
0.488757	7 19 -1.7940906952833016 0.1790038206968089
0.488757	7 18 -1.8147752223347497 0.436610935523002
0.488757	7 17 -0.5412564034986899 0.07485387102216172
0.488757	7 16 -1.5484662271584957 0.053012714572292105
0.488757	7 15 0.5178775924487791 0.25646316394012586
0.488757	7 14 -0.8723417903214619 0.12683592928803797
0.488757	7 13 -1.6601045193551913 0.293859892970296
0.488757	7 12 -1.288624738253769 0.20018323296739568
0.488757	7 11 -1.2521328201140813 0.18304849852901414
0.488757	7 1 -0.7839551332789392 0.2235867364820073
0.488757	7 10 -0.3052808369350841 0.2802353930591375
0.481099	13 9 2.5818293542242197 0.40196821846271186
0.481099	13 8 2.878208259511828 0.14177961922911714
0.481099	13 7 -1.1425768064677673 0.16348671928165337
0.481099	13 6 2.0696834868183207 0.2414109089081521
0.481099	13 5 1.8225974482718035 0.27584934190253263
0.481099	13 4 1.7201778007806903 0.19424614363761958
0.481099	13 32 -0.6231008902371657 0.26056812173791444
0.481099	13 3 1.7249155689010867 0.24060440299408137
0.481099	13 31 -0.32289189712310995 0.42675612716789474
0.481099	13 30 -0.30485250482673565 0.44292747684490164
0.481099	13 29 -0.2589135430135524 0.4419863446446759
0.481099	13 28 -0.5165554707790978 0.3192801565283363
0.481099	13 27 -1.1564110941459256 0.1628942984745242
0.481099	13 26 -0.32632643348872165 0.17856418331404708
0.481099	13 25 -1.1363499704030733 0.09674827997238207
0.481099	13 24 0.06258388261782216 0.20371089686087485
0.481099	13 23 -0.7041340210864995 0.19126349259967557
0.481099	13 22 -1.7912914945199965 0.13849338560887348
0.481099	13 2 1.9590548742758236 0.279445615082237
0.481099	13 21 -0.21607220182770506 0.11130878492980165
0.481099	13 20 2.278365018235587 0.13817653152212683
0.481099	13 19 -2.962705757886794 0.13423644788568137
0.481099	13 18 -1.679821067170964 0.08472236126970444
0.481099	13 17 -0.8407567291158551 0.37813859253333776
0.481099	13 16 -1.0644643810388013 0.11950005443109273
0.481099	13 15 2.229671187992556 0.15373654705498285
0.481099	13 14 2.599888213476617 0.40818552010751713
0.481099	13 13 2.460015914216803 0.2159857421915211
0.481099	13 12 -1.2782275249252584 0.27319946019656033
0.481099	13 1 1.8348459243583242 0.24430949202860222
0.481099	13 11 2.6652025174028515 0.2124959551957584
0.481099	13 10 2.5632827258433113 0.4216029517801709
0.462259	12 9 2.2464828558450796 0.3339639803092918
0.462259	12 8 2.686729544271468 0.29235066859740044
0.462259	12 7 -2.76219681107021 0.10569158753573572
0.462259	12 6 -3.046200904997793 0.19268250412568183
0.462259	12 5 2.804961860585279 0.21339095242208145
0.462259	12 4 3.020840779272889 0.2968443705146755
0.462259	12 32 -0.8140542952683623 0.33915427513247326
0.462259	12 3 2.080532052757434 0.13889735450261007
0.462259	12 31 -0.7012362173001424 0.2302612717754592
0.462259	12 30 -0.4943973694533599 0.24544732073094758
0.462259	12 29 -0.34330389029723696 0.17124268647652474
0.462259	12 28 -0.04968517843907941 0.2377689101157032
0.462259	12 27 -1.6388469373391776 0.23595567270628368
0.462259	12 26 -1.2470249615512983 0.15737882385820656
0.462259	12 25 0.9245395329683094 0.2256554606643201
0.462259	12 24 1.8000372106891602 0.2905545828113875
0.462259	12 23 1.028806048143846 0.2810741256180944
0.462259	12 2 -3.0658563828027323 0.26843002238650693
0.462259	12 22 -1.1290779595072158 0.2537266667136029
0.462259	12 21 -1.693767420538592 0.27445737170406426
0.462259	12 20 0.4721631228710585 0.11426962870302103
0.462259	12 19 1.3622426328624078 0.25980317369283634
0.462259	12 18 2.385671768772463 0.35994159834293427
0.462259	12 17 0.7338125596894677 0.331097691155193
0.462259	12 16 -2.2563907872263793 0.30153319630840636
0.462259	12 15 -1.591314005854955 0.10043047977173326
0.462259	12 14 2.9575860297365626 0.09050926578759844
0.462259	12 13 2.5680052844157175 0.28490571298371575
0.462259	12 1 2.6623144374240097 0.34083151817854673
0.462259	12 12 1.2628839937487477 0.15129248588544797
0.462259	12 11 -2.7536032793068155 0.20019741373171782
0.462259	12 10 -2.85925832343275 0.07640504478182866
0.418811	3 9 -1.8803999091625356 0.2276503851010983
0.418811	3 8 -2.5966999719805224 0.07058767536952655
0.418811	3 7 -0.026844168941601913 0.35065126086529286
0.418811	3 6 0.028672979741488084 0.1861322527556555
0.418811	3 5 -1.1157546768481885 0.10968893508024086
0.418811	3 4 -1.7263379784661272 0.13538308523117207
0.418811	3 32 -0.3188916119270418 0.24621451241734757
0.418811	3 31 2.5138111409807005 0.08822842104455494
0.418811	3 3 0.8195781527770906 0.12967805830596763
0.418811	3 30 2.656119215398355 0.0691685675171448
0.418811	3 29 2.9213828720676 0.14470152044105156
0.418811	3 28 -0.20947134162564746 0.09192652867530403
0.418811	3 27 0.34737840616078797 0.2145349625001967
0.418811	3 26 -2.8422710566102025 0.042043855626912256
0.418811	3 25 -3.0684701261494722 0.2727199685777008
0.418811	3 24 2.983810963976292 0.3226615456290075
0.418811	3 23 -1.745848633739736 0.04464609236258939
0.418811	3 22 -0.15270441875152732 0.20282490736340347
0.418811	3 21 0.8990300016534548 0.1534885066689141
0.418811	3 2 -0.7769148201053888 0.21401686547476845
0.418811	3 20 2.597779552776011 0.22053963139856622
0.418811	3 19 -3.100124031654973 0.46627553822995677
0.418811	3 18 -2.7107437795166307 0.27747919573560076
0.418811	3 17 0.19234331022176232 0.3420613848633139
0.418811	3 16 0.6488485113316118 0.2859954809612304
0.418811	3 15 1.5423561232155258 0.14830754062784757
0.418811	3 14 -2.786458850050637 0.26282437003861875
0.418811	3 13 -2.7274658737030197 0.34065454730869704
0.418811	3 12 1.401309003857073 0.19113680397053426
0.418811	3 1 -1.8020978524100848 0.38544659454261054
0.418811	3 11 0.37973034108012826 0.36886535978114043
0.418811	3 10 -0.3710239451628364 0.0944450054447606
0.40124	14 9 1.9326906558557215 0.1634817563041036
0.40124	14 8 -1.9556168358692243 0.20818334484014453
0.40124	14 7 -2.069570837198479 0.14417736272016335
0.40124	14 6 2.3590914575396895 0.08343749455756817
0.40124	14 5 2.630832161630647 0.12856407633007497
0.40124	14 4 2.1668245070176466 0.18378566015373188
0.40124	14 3 -2.4581382297614596 0.22049395336102628
0.40124	14 32 -0.684676446741567 0.11647857841296205
0.40124	14 31 -0.34695807707226717 0.08811702740182999
0.40124	14 30 -1.4112605712271709 0.13410504335779416
0.40124	14 29 -1.0913153086430314 0.3080726434972226
0.40124	14 28 -0.827798906140151 0.32244619346635744
0.40124	14 27 -3.1085366826275167 0.03995502648063887
0.40124	14 26 1.3546255846464754 0.11128529993332764
0.40124	14 25 0.8727198985682434 0.28727274712634204
0.40124	14 24 -0.4354110428352215 0.15505850455019665
0.40124	14 23 -0.5447200948710179 0.22372899286515507
0.40124	14 2 2.5169007519401845 0.11108010266013443
0.40124	14 22 2.212836950165271 0.11482224793752609
0.40124	14 21 2.938203394754662 0.14548110127151992
0.40124	14 20 1.5422882956659554 0.2940947850192709
0.40124	14 19 0.8260202189820419 0.2986590942285237
0.40124	14 18 -0.9755437722750809 0.10564735354410701
0.40124	14 17 -0.8039221166146735 0.1885386009780432
0.40124	14 16 -2.5404973236353907 0.36359182162364545
0.40124	14 15 1.4042068693687673 0.23606783541158413
0.40124	14 14 1.382411194229443 0.34325295180241916
0.40124	14 13 1.0344586612654454 0.35814549646375377
0.40124	14 1 -2.9755474435362728 0.26981254204275384
0.40124	14 12 -2.0378518331349333 0.31502175725713577
0.40124	14 11 2.94024384097316 0.24983154601087448
0.40124	14 10 2.2922353482165065 0.10714207311451254
0.366648	8 9 1.4290343734331838 0.1678531545575355
0.366648	8 8 2.34390180332165 0.21764875124760646
0.366648	8 7 -0.4315728133140688 0.17348915504174398
0.366648	8 6 -0.24118884791262235 0.07767934565521985
0.366648	8 5 1.5326502306368344 0.012955021830001147
0.366648	8 4 -2.1205284441009047 0.15830996924593377
0.366648	8 3 -2.657912017450882 0.21274741561486005
0.366648	8 32 0.14488405156131465 0.17359740773314503
0.366648	8 31 -0.2762653772736731 0.11329602531116585
0.366648	8 30 -0.30623659204598264 0.0637409756357511
0.366648	8 29 -1.2925502893073857 0.09061752095855356
0.366648	8 28 -1.4604494093209393 0.11602610872595491
0.366648	8 27 0.333986254658561 0.1631285992603991
0.366648	8 26 1.1884254837665424 0.22825123881064194
0.366648	8 25 1.6776321307112314 0.21273626713148613
0.366648	8 24 2.8121651977319297 0.14531538214990675
0.366648	8 23 -2.338407700979279 0.1947694702982881
0.366648	8 22 -0.02021036631396771 0.18299770065451973
0.366648	8 21 1.0614139695756726 0.2411394373085374
0.366648	8 2 -0.16128143647300214 0.05835347449613663
0.366648	8 20 1.545762668284493 0.38794372094562357
0.366648	8 19 1.6829111012188878 0.23227570578017245
0.366648	8 18 -3.080422901095445 0.24914681134445438
0.366648	8 17 -1.6171925621027654 0.17883792014434524
0.366648	8 16 0.020119685925085753 0.1867454058025663
0.366648	8 15 1.1371942047938048 0.22821224043275348
0.366648	8 14 1.4286977113586645 0.3078496514995869
0.366648	8 13 1.6665633594736637 0.33664787573300226
0.366648	8 12 2.1861990376590708 0.3125118307967378
0.366648	8 1 -1.2721970428139209 0.10847695413013039
0.366648	8 11 -0.929247750333629 0.17436348369038857
0.366648	8 10 1.5069705319522173 0.15869611939115455
0.33027	6 9 -2.440718321668692 0.17857903600018235
0.33027	6 8 -1.848124269749756 0.1270973157183836
0.33027	6 7 -0.8327432389099245 0.1033847541995693
0.33027	6 6 -0.3833918298817938 0.2449640044976941
0.33027	6 5 -2.204199727821988 0.1341241598263124
0.33027	6 4 -2.659890713521861 0.24448829014752765
0.33027	6 32 1.35408725588494 0.18325807862578783
0.33027	6 31 1.0372426045026464 0.09570501380096726
0.33027	6 3 -0.306057347168748 0.33688004586089876
0.33027	6 30 1.111749310611247 0.1036146899242733
0.33027	6 29 1.44759115778857 0.12735847982884643
0.33027	6 28 0.37842180262161373 0.013421749323172588
0.33027	6 27 1.9996987383449183 0.18044704744328183
0.33027	6 26 0.3251969780179837 0.16221674480868958
0.33027	6 25 -0.22496605902015943 0.2056053692696784
0.33027	6 24 -1.5275161054822612 0.11083550872944938
0.33027	6 23 2.973164835471756 0.2269360932952175
0.33027	6 2 -3.0556536306037265 0.12392822660485588
0.33027	6 22 2.1311563655878354 0.03966278590752753
0.33027	6 21 -0.26003457827743703 0.08815902324677645
0.33027	6 20 1.3508095953612125 0.11072793946536023
0.33027	6 19 -2.068512115185358 0.130077167743924
0.33027	6 18 -2.981617630614688 0.247223371967607
0.33027	6 17 1.808189773275051 0.13717992258499442
0.33027	6 16 2.775029389328897 0.2260470736754099
0.33027	6 15 -1.6139712760466602 0.012846216260221576
0.33027	6 14 -0.6984584485556674 0.3036278768526453
0.33027	6 13 -1.8671571162726377 0.216771270352524
0.33027	6 12 3.0930656221899597 0.35974312763565
0.33027	6 1 -1.3689484176737563 0.24578522707987474
0.33027	6 11 -1.3706872525156928 0.16402510555955954
0.33027	6 10 -0.5666269276467877 0.0995987567924555
0.326572	16 9 1.3460948488862763 0.2267907839445234
0.326572	16 8 -2.5038567350943985 0.24958365238839494
0.326572	16 7 -1.0761762022749801 0.19788908967082897
0.326572	16 6 -0.9608972154513897 0.08292964373342852
0.326572	16 5 -0.08493483454952545 0.04837585798979862
0.326572	16 4 -2.789834605368113 0.053480775803112265
0.326572	16 32 -0.7714906663371406 0.02218866998140861
0.326572	16 3 1.773358654361385 0.11011165035287426
0.326572	16 31 -2.679325454342625 0.057946081667533796
0.326572	16 30 -3.1066235830041116 0.05786790727891805
0.326572	16 29 -2.4077904055273542 0.13294069904207853
0.326572	16 28 -1.231926992989101 0.06749591218840553
0.326572	16 27 -1.3282506867005628 0.03655454222362906
0.326572	16 26 2.6816841256617163 0.1909468199267884
0.326572	16 25 2.8745750094682263 0.1712066377105354
0.326572	16 24 -2.474981900995362 0.3331891311909623
0.326572	16 23 -2.0750397133071043 0.08692089035374986
0.326572	16 22 -0.7097474306150735 0.0849805667515152
0.326572	16 21 1.9219154140852344 0.2813257851577925
0.326572	16 2 -0.9724381078148072 0.107344941155029
0.326572	16 20 1.7460587297716215 0.30102717762480674
0.326572	16 19 2.0913681929721646 0.3343186993273188
0.326572	16 18 -2.0988502063644594 0.11274193679412801
0.326572	16 17 -0.9686660905803448 0.12196237126025253
0.326572	16 16 1.7955801611367097 0.20287561251892394
0.326572	16 15 1.3188412351422198 0.24056320483186786
0.326572	16 14 1.2658784525634195 0.3957487323562582
0.326572	16 13 2.0252943988598124 0.36785293107481926
0.326572	16 12 -0.19665540114715221 0.10730423572204234
0.326572	16 1 -1.148257338628595 0.10135626503745074
0.326572	16 11 -1.323731573621873 0.12948645959350646
0.326572	16 10 0.9521802228735226 0.20984244263684312
